ID,X,Y,Ti,Hi,Di,Mi
WF-1-ZX26,494554.39309097687,5403628.031449933,48.542458260531184,247.34298616497614,0.7590698019087949,13
WF-1-ZX27,494579.3930906667,5403628.027511502,50.38175835738692,246.63512033138056,0.7905491787598258,13
WF-1-ZX28,494604.39309035643,5403628.02357307,52.28222682576431,245.784064166752,0.8224223166143366,13
WF-1-ZX29,494629.39309004624,5403628.019634638,54.19087276948477,244.81523810152703,0.8538427714389918,13
WF-1-ZX30,494654.393089736,5403628.015696207,56.042093908907034,243.77023662290503,0.8838147424526848,13
WF-1-ZX31,494679.39308942575,5403628.011757775,57.7352307909829,242.71730912466455,0.9108168364830662,13
WF-1-ZX32,494704.39308911556,5403628.007819344,59.13614965582097,241.77758969549325,0.932905521419205,13
WF-1-ZX33,494729.3930888053,5403628.003880912,60.171407434943774,241.05718690835113,0.949095276617541,13
WF-1-ZX34,494754.39308849507,5403627.999942481,60.76645508041092,240.65999179505866,0.9582572954386506,13
WF-1-ZX35,494779.3930881849,5403627.99600405,60.87379672353024,240.6769586599102,0.9595814115279038,13
WF-1-ZX36,494804.39308787463,5403627.992065618,60.481086519867844,241.17548746710014,0.9526795335085437,13
WF-1-ZX37,494829.39308756444,5403627.988127187,59.61708928708286,242.18984619017368,0.9376647715490054,13
WF-1-ZX38,494854.3930872542,5403627.984188755,58.3288045279601,243.76051655902546,0.9145495260749252,13
WF-1-ZX39,494879.39308694395,5403627.980250323,56.79379378365266,245.78140636636738,0.8853014537415069,13
WF-1-ZX40,494904.39308663376,5403627.976311892,55.18840226609822,248.09931713114693,0.8521631122581845,13
WF-1-ZX41,494929.3930863235,5403627.97237346,53.645956979947485,250.5990700126266,0.8166536797342527,13
WF-1-ZX42,494954.39308601327,5403627.9684350295,52.28331141244293,253.16777123586064,0.7801371585240928,13
WF-1-ZX43,494979.3930857031,5403627.964496598,51.19535019098454,255.70182388804977,0.743768489701103,13
WF-1-ZX44,495004.39308539283,5403627.960558167,50.451362731596554,258.1122065697898,0.7084673764825207,13
WF-1-ZX45,495029.39308508264,5403627.956619735,50.15010426098317,260.2896158691268,0.6752815693040795,13
WF-1-ZX46,495054.3930847724,5403627.952681303,50.25702770137147,262.1930241077518,0.6446706443914235,13
WF-1-ZX47,495079.39308446215,5403627.948742872,50.70849771353045,263.81315718700836,0.6168891544161152,13
