ID,X,Y,ODI,ODI归一化,类别,厚度Ti,间距Hi,埋深Di,采高Mi,垮落角,面宽,煤柱宽
WF-4-BJ144,498808.03,5405310.22,179.8702,0.403010,green,20.92,120.94,361.7100,4.00,0.0,0.0,0.0
WF-4-BJ145,498783.00,5405310.22,178.6464,0.397172,green,21.02,119.74,359.8514,4.00,0.0,0.0,0.0
WF-4-BJ146,498757.96,5405310.22,177.1074,0.389828,green,21.14,118.23,357.5498,4.00,0.0,0.0,0.0
WF-4-BJ147,498732.92,5405310.22,175.5683,0.382485,green,21.25,116.72,355.2482,4.00,0.0,0.0,0.0
WF-4-BJ148,498707.88,5405310.22,173.8174,0.374131,green,21.28,115.02,352.9766,4.00,0.0,0.0,0.0
WF-4-BJ149,498682.84,5405310.22,172.0359,0.365631,green,21.29,113.29,350.7093,4.00,0.0,0.0,0.0
WF-4-BJ150,498657.81,5405310.22,170.2736,0.357223,green,21.27,111.57,348.5531,4.00,0.0,0.0,0.0
WF-4-BJ151,498632.77,5405310.22,168.5991,0.349234,green,21.15,109.94,346.9071,4.00,0.0,0.0,0.0
WF-4-BJ152,498607.73,5405310.22,166.9247,0.341245,green,21.03,108.31,345.2612,4.00,0.0,0.0,0.0
WF-4-BJ153,498582.69,5405310.22,165.3693,0.333824,green,20.86,106.80,343.9826,4.00,0.0,0.0,0.0
WF-4-BJ154,498557.66,5405310.22,163.9412,0.327010,green,20.64,105.39,343.0965,4.00,0.0,0.0,0.0
WF-4-BJ155,498532.62,5405310.22,162.5130,0.320196,green,20.41,103.99,342.2105,4.00,0.0,0.0,0.0
WF-4-BJ156,498507.58,5405310.22,161.2920,0.314371,green,20.13,102.76,341.8766,4.00,0.0,0.0,0.0
WF-4-BJ157,498482.54,5405310.22,160.1267,0.308810,green,19.84,101.59,341.6911,4.00,0.0,0.0,0.0
WF-4-BJ158,498457.50,5405310.22,158.9830,0.303354,green,19.55,100.43,341.5614,4.00,0.0,0.0,0.0
WF-4-BJ159,498432.47,5405310.22,158.0501,0.298902,green,19.21,99.45,341.9744,4.00,0.0,0.0,0.0
WF-4-BJ160,498407.43,5405310.22,157.1171,0.294451,green,18.87,98.47,342.3874,4.00,0.0,0.0,0.0
WF-4-BJ161,498382.39,5405310.22,156.2603,0.290363,green,18.53,97.55,343.0033,4.00,0.0,0.0,0.0
WF-4-BJ162,498357.35,5405310.22,155.5188,0.286825,green,18.16,96.72,343.9261,4.00,0.0,0.0,0.0
WF-4-BJ163,498332.31,5405310.22,154.7772,0.283287,green,17.80,95.89,344.8488,4.00,0.0,0.0,0.0
WF-4-BJ164,498307.28,5405310.22,154.1431,0.280262,green,17.41,95.14,346.0809,4.00,0.0,0.0,0.0
WF-4-BJ165,498282.24,5405310.22,153.5544,0.277453,green,17.03,94.43,347.4437,4.00,0.0,0.0,0.0
WF-4-BJ166,498257.20,5405310.22,152.9666,0.274648,green,16.64,93.71,348.8094,4.00,0.0,0.0,0.0
WF-4-BJ167,498232.16,5405310.22,152.4990,0.272417,green,16.23,93.08,350.5396,4.00,0.0,0.0,0.0
WF-4-BJ168,498207.13,5405310.22,152.0314,0.270186,green,15.82,92.45,352.2698,4.00,0.0,0.0,0.0
WF-4-BJ169,498182.09,5405310.22,151.5947,0.268103,green,15.41,91.84,354.0758,4.00,0.0,0.0,0.0
WF-4-BJ170,498157.05,5405310.22,151.2259,0.266343,green,15.00,91.28,356.0484,4.00,0.0,0.0,0.0
WF-4-BJ171,498132.01,5405310.22,150.8571,0.264584,green,14.59,90.72,358.0209,4.00,0.0,0.0,0.0
WF-4-BJ172,498106.97,5405310.22,150.5428,0.263084,green,14.20,90.22,359.9870,4.00,0.0,0.0,0.0
WF-4-BJ173,498081.94,5405310.22,150.2622,0.261745,green,13.83,89.74,361.9490,4.00,0.0,0.0,0.0
WF-4-BJ174,498056.90,5405310.22,149.9816,0.260406,green,13.45,89.27,363.9110,4.00,0.0,0.0,0.0
WF-4-BJ175,498031.86,5405310.22,149.7817,0.259453,green,13.16,88.91,365.4765,4.00,0.0,0.0,0.0
WF-4-BJ176,498006.82,5405310.22,149.5886,0.258531,green,12.89,88.55,367.0085,4.00,0.0,0.0,0.0
WF-4-BJ177,497981.79,5405310.22,149.4151,0.257703,green,12.65,88.24,368.3453,4.00,0.0,0.0,0.0
WF-4-BJ178,497956.75,5405310.22,149.3083,0.257194,green,12.55,88.04,369.0179,4.00,0.0,0.0,0.0
WF-4-BJ179,497931.71,5405310.22,149.2015,0.256684,green,12.44,87.84,369.6906,4.00,0.0,0.0,0.0
WF-4-BJ180,497906.67,5405310.22,149.1350,0.256367,green,12.43,87.73,369.8525,4.00,0.0,0.0,0.0
WF-4-BJ181,497881.63,5405310.22,149.1039,0.256219,green,12.51,87.70,369.5653,4.00,0.0,0.0,0.0
WF-4-BJ182,497856.60,5405310.22,149.0729,0.256071,green,12.58,87.66,369.2781,4.00,0.0,0.0,0.0
WF-4-BJ183,497831.56,5405310.22,149.0977,0.256189,green,12.75,87.75,368.3943,4.00,0.0,0.0,0.0
WF-4-BJ184,497806.52,5405310.22,149.1333,0.256359,green,12.93,87.87,367.3942,4.00,0.0,0.0,0.0
WF-4-BJ185,497781.48,5405310.22,149.1789,0.256577,green,13.12,88.01,366.3252,4.00,0.0,0.0,0.0
WF-4-BJ186,497756.44,5405310.22,149.2848,0.257082,green,13.34,88.28,364.8382,4.00,0.0,0.0,0.0
WF-4-BJ187,497731.41,5405310.22,149.3907,0.257587,green,13.56,88.56,363.3513,4.00,0.0,0.0,0.0
WF-4-BJ188,497706.37,5405310.22,149.5282,0.258243,green,13.79,88.91,361.6974,4.00,0.0,0.0,0.0
WF-4-BJ189,497681.33,5405310.22,149.7049,0.259086,green,14.01,89.36,359.8367,4.00,0.0,0.0,0.0
WF-4-BJ190,497656.29,5405310.22,149.8817,0.259930,green,14.24,89.80,357.9760,4.00,0.0,0.0,0.0
WF-4-BJ191,497631.26,5405310.22,150.0983,0.260963,green,14.46,90.34,355.9437,4.00,0.0,0.0,0.0
WF-4-BJ192,497606.22,5405310.22,150.3280,0.262059,green,14.67,90.91,353.8546,4.00,0.0,0.0,0.0
WF-4-BJ193,497581.18,5405310.22,150.5591,0.263161,green,14.89,91.49,351.7627,4.00,0.0,0.0,0.0
WF-4-BJ194,497556.14,5405310.22,150.8120,0.264368,green,15.08,92.12,349.6217,4.00,0.0,0.0,0.0
WF-4-BJ195,497531.10,5405310.22,151.0650,0.265575,green,15.26,92.75,347.4808,4.00,0.0,0.0,0.0
WF-4-BJ196,497506.07,5405310.22,151.3183,0.266784,green,15.44,93.39,345.3645,4.00,0.0,0.0,0.0
WF-4-BJ197,497481.03,5405310.22,151.5721,0.267995,green,15.59,94.04,343.2917,4.00,0.0,0.0,0.0
WF-4-BJ198,497455.99,5405310.22,151.8260,0.269206,green,15.74,94.69,341.2190,4.00,0.0,0.0,0.0
WF-4-BJ199,497430.95,5405310.22,152.0811,0.270423,green,15.86,95.35,339.2273,4.00,0.0,0.0,0.0
WF-4-BJ200,497405.92,5405310.22,152.3368,0.271643,green,15.96,96.01,337.2763,4.00,0.0,0.0,0.0
WF-4-BJ201,497380.88,5405310.22,152.5924,0.272863,green,16.06,96.68,335.3252,4.00,0.0,0.0,0.0
WF-4-BJ202,497355.84,5405310.22,152.8772,0.274222,green,16.11,97.39,333.5414,4.00,0.0,0.0,0.0
WF-4-BJ203,497330.80,5405310.22,153.1629,0.275585,green,16.15,98.10,331.7626,4.00,0.0,0.0,0.0
WF-4-BJ204,497305.76,5405310.22,153.4707,0.277053,green,16.17,98.84,330.0606,4.00,0.0,0.0,0.0
WF-4-BJ205,497280.73,5405310.22,153.8366,0.278799,green,16.13,99.66,328.5602,4.00,0.0,0.0,0.0
WF-4-BJ206,497255.69,5405310.22,154.2025,0.280545,green,16.09,100.48,327.0597,4.00,0.0,0.0,0.0
WF-4-BJ207,497230.65,5405310.22,154.6532,0.282695,green,15.99,101.40,325.8241,4.00,0.0,0.0,0.0
WF-4-BJ208,497205.61,5405310.22,155.1649,0.285137,green,15.83,102.40,324.7796,4.00,0.0,0.0,0.0
WF-4-BJ209,497180.57,5405310.22,155.6767,0.287579,green,15.68,103.39,323.7351,4.00,0.0,0.0,0.0
WF-4-BJ210,497155.54,5405310.22,156.3837,0.290952,green,15.38,104.61,323.3018,4.00,0.0,0.0,0.0
WF-4-BJ211,497130.50,5405310.22,157.1160,0.294446,green,15.07,105.86,322.9476,4.00,0.0,0.0,0.0
WF-4-BJ212,497105.46,5405310.22,157.9026,0.298199,green,14.71,107.17,322.7713,4.00,0.0,0.0,0.0
WF-4-BJ213,497080.42,5405310.22,158.9206,0.303056,green,14.20,108.73,323.3521,4.00,0.0,0.0,0.0
WF-4-BJ214,497055.39,5405310.22,159.9385,0.307912,green,13.69,110.29,323.9329,4.00,0.0,0.0,0.0
WF-4-BJ215,497030.35,5405310.22,161.0906,0.313409,green,13.08,111.98,325.0271,4.00,0.0,0.0,0.0
WF-4-BJ216,497005.31,5405310.22,162.3794,0.319559,green,12.37,113.81,326.6446,4.00,0.0,0.0,0.0
WF-4-BJ217,496980.27,5405310.22,163.6682,0.325708,green,11.66,115.64,328.2621,4.00,0.0,0.0,0.0
WF-4-BJ218,496955.23,5405310.22,164.9643,0.331892,green,10.93,117.40,330.3496,4.00,0.0,0.0,0.0
WF-4-BJ219,496930.20,5405310.22,166.2622,0.338084,green,10.18,119.14,332.5546,4.00,0.0,0.0,0.0
WF-4-BJ220,496905.16,5405310.22,167.4965,0.343973,green,9.48,120.79,334.6711,4.00,0.0,0.0,0.0
WF-4-BJ221,496880.12,5405310.22,168.1881,0.347273,green,9.07,121.68,336.0343,4.00,0.0,0.0,0.0
WF-4-BJ222,496855.08,5405310.22,168.8797,0.350573,green,8.67,122.57,337.3975,4.00,0.0,0.0,0.0
WF-4-BJ223,496830.05,5405310.22,169.1213,0.351725,green,8.53,122.91,337.7725,4.00,0.0,0.0,0.0
WF-4-BJ224,496805.01,5405310.22,168.7149,0.349787,green,8.77,122.43,336.7247,4.00,0.0,0.0,0.0
WF-4-BJ225,496779.97,5405310.22,168.3086,0.347848,green,9.01,121.96,335.6768,4.00,0.0,0.0,0.0
WF-4-BJ226,496754.93,5405310.22,167.3443,0.343247,green,9.58,120.88,332.9884,4.00,0.0,0.0,0.0
WF-4-BJ227,496729.89,5405310.22,166.1573,0.337584,green,10.28,119.57,329.6450,4.00,0.0,0.0,0.0
WF-4-BJ228,496704.86,5405310.22,164.9689,0.331913,green,10.98,118.26,326.2833,4.00,0.0,0.0,0.0
WF-4-BJ229,496679.82,5405310.22,163.7064,0.325890,green,11.71,117.03,321.9985,4.00,0.0,0.0,0.0
WF-4-BJ230,496654.78,5405310.22,162.4440,0.319867,green,12.43,115.81,317.7137,4.00,0.0,0.0,0.0
WF-4-BJ231,496629.74,5405310.22,161.2826,0.314325,green,13.09,114.77,313.4311,4.00,0.0,0.0,0.0
WF-4-BJ232,496604.70,5405310.22,160.3316,0.309788,green,13.60,114.11,309.1530,4.00,0.0,0.0,0.0
WF-4-BJ233,496579.67,5405310.22,159.3806,0.305251,green,14.12,113.45,304.8748,4.00,0.0,0.0,0.0
WF-4-BJ234,496554.63,5405310.22,158.6616,0.301820,green,14.49,113.15,300.7825,4.00,0.0,0.0,0.0
WF-4-BJ235,496529.59,5405310.22,158.0792,0.299042,green,14.76,113.08,296.7995,4.00,0.0,0.0,0.0
WF-4-BJ236,496504.55,5405310.22,157.4969,0.296263,green,15.04,113.01,292.8165,4.00,0.0,0.0,0.0
WF-4-BJ237,496479.52,5405310.22,157.1943,0.294820,green,15.14,113.35,289.1499,4.00,0.0,0.0,0.0
WF-4-BJ238,496454.48,5405310.22,156.9115,0.293470,green,15.23,113.73,285.5057,4.00,0.0,0.0,0.0
WF-4-BJ239,496429.44,5405310.22,156.6756,0.292344,green,15.30,114.17,281.9570,4.00,0.0,0.0,0.0
WF-4-BJ240,496404.40,5405310.22,156.5891,0.291932,green,15.27,114.80,278.7129,4.00,0.0,0.0,0.0
WF-4-BJ241,496379.36,5405310.22,156.5026,0.291519,green,15.24,115.44,275.4688,4.00,0.0,0.0,0.0
WF-4-BJ242,496354.33,5405310.22,156.4556,0.291295,green,15.17,116.08,272.5245,4.00,0.0,0.0,0.0
WF-4-BJ243,496329.29,5405310.22,156.4416,0.291228,green,15.08,116.74,269.8318,4.00,0.0,0.0,0.0
WF-4-BJ244,496304.25,5405310.22,156.4277,0.291162,green,14.99,117.39,267.1391,4.00,0.0,0.0,0.0
WF-4-BJ245,496279.21,5405310.22,156.3551,0.290815,green,14.90,117.83,265.0875,4.00,0.0,0.0,0.0
WF-4-BJ246,496254.17,5405310.22,156.2720,0.290419,green,14.80,118.24,263.1501,4.00,0.0,0.0,0.0
WF-4-BJ247,496229.14,5405310.22,156.1587,0.289879,green,14.70,118.57,261.3515,4.00,0.0,0.0,0.0
WF-4-BJ248,496204.10,5405310.22,155.8788,0.288543,green,14.64,118.51,260.3182,4.00,0.0,0.0,0.0
WF-4-BJ249,496179.06,5405310.22,155.5988,0.287207,green,14.57,118.45,259.2849,4.00,0.0,0.0,0.0
WF-4-BJ250,496154.02,5405310.22,155.2021,0.285314,green,14.52,118.14,258.6560,4.00,0.0,0.0,0.0
WF-4-BJ251,496128.99,5405310.22,154.6676,0.282764,green,14.50,117.54,258.5049,4.00,0.0,0.0,0.0
WF-4-BJ252,496103.95,5405310.22,154.1330,0.280213,green,14.47,116.93,258.3537,4.00,0.0,0.0,0.0
WF-4-BJ253,496078.91,5405310.22,153.4414,0.276914,green,14.48,115.99,258.7074,4.00,0.0,0.0,0.0
WF-4-BJ254,496053.87,5405310.22,152.7012,0.273382,green,14.49,114.96,259.2176,4.00,0.0,0.0,0.0
WF-4-BJ255,496028.83,5405310.22,151.9560,0.269826,green,14.50,113.91,259.7505,4.00,0.0,0.0,0.0
WF-4-BJ256,496003.80,5405310.22,151.1424,0.265945,green,14.53,112.70,260.5927,4.00,0.0,0.0,0.0
WF-4-BJ257,495978.76,5405310.22,150.3288,0.262063,green,14.55,111.48,261.4349,4.00,0.0,0.0,0.0
WF-4-BJ258,495953.72,5405310.22,149.5425,0.258311,green,14.58,110.30,262.2881,4.00,0.0,0.0,0.0
WF-4-BJ259,495928.68,5405310.22,148.8019,0.254778,green,14.61,109.16,263.1598,4.00,0.0,0.0,0.0
WF-4-BJ260,495903.65,5405310.22,148.0612,0.251244,green,14.65,108.03,264.0315,4.00,0.0,0.0,0.0
WF-4-BJ261,495878.61,5405310.22,147.4345,0.248254,green,14.67,107.06,264.7983,4.00,0.0,0.0,0.0
WF-4-BJ262,495853.57,5405310.22,146.8619,0.245522,green,14.70,106.17,265.5151,4.00,0.0,0.0,0.0
WF-4-BJ263,495828.53,5405310.22,146.2893,0.242790,green,14.73,105.28,266.2320,4.00,0.0,0.0,0.0
WF-4-BJ264,495803.49,5405310.22,145.9027,0.240945,green,14.75,104.67,266.7445,4.00,0.0,0.0,0.0
WF-4-BJ265,495778.46,5405310.22,145.5192,0.239116,green,14.77,104.06,267.2533,4.00,0.0,0.0,0.0
WF-4-BJ266,495753.42,5405310.22,145.1809,0.237501,green,14.79,103.52,267.7120,4.00,0.0,0.0,0.0
WF-4-BJ267,495728.38,5405310.22,144.9540,0.236419,green,14.80,103.15,268.0464,4.00,0.0,0.0,0.0
WF-4-BJ268,495703.34,5405310.22,144.7272,0.235337,green,14.81,102.78,268.3808,4.00,0.0,0.0,0.0
WF-4-BJ269,495678.30,5405310.22,144.5627,0.234552,green,14.82,102.51,268.6481,4.00,0.0,0.0,0.0
WF-4-BJ270,495653.27,5405284.55,143.4846,0.229408,green,14.75,100.95,269.9162,4.00,0.0,0.0,0.0
WF-4-BJ271,495653.27,5405258.88,142.5261,0.224835,green,14.65,99.62,270.9924,4.00,0.0,0.0,0.0
WF-4-BJ272,495653.27,5405233.22,141.5671,0.220259,green,14.55,98.28,272.0765,4.00,0.0,0.0,0.0
WF-4-BJ273,495653.27,5405207.55,140.6321,0.215798,green,14.44,96.98,273.1612,4.00,0.0,0.0,0.0
WF-4-BJ274,495653.27,5405181.88,139.7185,0.211439,green,14.32,95.71,274.2465,4.00,0.0,0.0,0.0
WF-4-BJ275,495653.27,5405156.22,138.8370,0.207234,green,14.20,94.49,275.3112,4.00,0.0,0.0,0.0
WF-4-BJ276,495653.27,5405130.55,138.0433,0.203447,green,14.07,93.40,276.3198,4.00,0.0,0.0,0.0
WF-4-BJ277,495653.27,5405104.88,137.2515,0.199669,green,13.95,92.30,277.3265,4.00,0.0,0.0,0.0
WF-4-BJ278,495653.27,5405079.22,136.6961,0.197019,green,13.82,91.55,278.1060,4.00,0.0,0.0,0.0
WF-4-BJ279,495653.27,5405053.55,136.1406,0.194368,green,13.70,90.80,278.8856,4.00,0.0,0.0,0.0
WF-4-BJ280,495653.27,5405027.88,135.8689,0.193072,green,13.57,90.47,279.3402,4.00,0.0,0.0,0.0
WF-5-BJ1,495678.66,5405340.22,145.7741,0.240332,green,14.90,104.23,267.3149,4.00,0.0,0.0,0.0
WF-5-BJ2,495703.79,5405340.22,146.0416,0.241608,green,14.88,104.67,266.9181,4.00,0.0,0.0,0.0
WF-5-BJ3,495728.92,5405340.22,146.3773,0.243210,green,14.86,105.22,266.4372,4.00,0.0,0.0,0.0
WF-5-BJ4,495754.04,5405340.22,146.7130,0.244811,green,14.83,105.76,265.9563,4.00,0.0,0.0,0.0
WF-5-BJ5,495779.17,5405340.22,147.1662,0.246973,green,14.80,106.49,265.3291,4.00,0.0,0.0,0.0
WF-5-BJ6,495804.29,5405340.22,147.6611,0.249335,green,14.76,107.29,264.6500,4.00,0.0,0.0,0.0
WF-5-BJ7,495829.42,5405340.22,148.1654,0.251741,green,14.73,108.10,263.9594,4.00,0.0,0.0,0.0
WF-5-BJ8,495854.55,5405340.22,148.8394,0.254957,green,14.68,109.17,263.0601,4.00,0.0,0.0,0.0
WF-5-BJ9,495879.67,5405340.22,149.5134,0.258173,green,14.63,110.24,262.1608,4.00,0.0,0.0,0.0
WF-5-BJ10,495904.80,5405340.22,150.2416,0.261647,green,14.58,111.40,261.2037,4.00,0.0,0.0,0.0
WF-5-BJ11,495929.92,5405340.22,151.0633,0.265567,green,14.53,112.69,260.1466,4.00,0.0,0.0,0.0
WF-5-BJ12,495955.05,5405340.22,151.8850,0.269488,green,14.47,113.99,259.0895,4.00,0.0,0.0,0.0
WF-5-BJ13,495980.18,5405340.22,152.7368,0.273552,green,14.42,115.32,258.0612,4.00,0.0,0.0,0.0
WF-5-BJ14,496005.30,5405340.22,153.6028,0.277684,green,14.36,116.66,257.0463,4.00,0.0,0.0,0.0
WF-5-BJ15,496030.43,5405340.22,154.4687,0.281815,green,14.30,118.00,256.0314,4.00,0.0,0.0,0.0
WF-5-BJ16,496055.55,5405340.22,155.2201,0.285400,green,14.27,119.09,255.4013,4.00,0.0,0.0,0.0
WF-5-BJ17,496080.68,5405340.22,155.9710,0.288983,green,14.24,120.19,254.7730,4.00,0.0,0.0,0.0
WF-5-BJ18,496105.81,5405340.22,156.6401,0.292175,green,14.22,121.12,254.3875,4.00,0.0,0.0,0.0
WF-5-BJ19,496130.93,5405340.22,157.1266,0.294497,green,14.24,121.67,254.5431,4.00,0.0,0.0,0.0
WF-5-BJ20,496156.06,5405340.22,157.6132,0.296818,green,14.25,122.22,254.6987,4.00,0.0,0.0,0.0
WF-5-BJ21,496181.18,5405340.22,157.9013,0.298193,green,14.31,122.35,255.5133,4.00,0.0,0.0,0.0
WF-5-BJ22,496206.31,5405340.22,158.0698,0.298997,green,14.39,122.23,256.7248,4.00,0.0,0.0,0.0
WF-5-BJ23,496231.44,5405340.22,158.2384,0.299801,green,14.47,122.10,257.9362,4.00,0.0,0.0,0.0
WF-5-BJ24,496256.56,5405340.22,158.1810,0.299527,green,14.59,121.44,260.1434,4.00,0.0,0.0,0.0
WF-5-BJ25,496281.69,5405340.22,158.1089,0.299183,green,14.72,120.74,262.4159,4.00,0.0,0.0,0.0
WF-5-BJ26,496306.81,5405340.22,158.0166,0.298743,green,14.85,119.97,264.8979,4.00,0.0,0.0,0.0
WF-5-BJ27,496331.94,5405340.22,157.8651,0.298020,green,14.98,118.99,267.9996,4.00,0.0,0.0,0.0
WF-5-BJ28,496357.07,5405340.22,157.7135,0.297297,green,15.11,118.01,271.1013,4.00,0.0,0.0,0.0
WF-5-BJ29,496382.19,5405340.22,157.6119,0.296812,green,15.21,117.05,274.4990,4.00,0.0,0.0,0.0
WF-5-BJ30,496407.32,5405340.22,157.5484,0.296509,green,15.29,116.11,278.1229,4.00,0.0,0.0,0.0
WF-5-BJ31,496432.44,5405340.22,157.4849,0.296206,green,15.36,115.17,281.7467,4.00,0.0,0.0,0.0
WF-5-BJ32,496457.57,5405340.22,157.6159,0.296831,green,15.32,114.51,285.6232,4.00,0.0,0.0,0.0
WF-5-BJ33,496482.70,5405340.22,157.7729,0.297580,green,15.26,113.89,289.5337,4.00,0.0,0.0,0.0
WF-5-BJ34,496507.82,5405340.22,157.9923,0.298627,green,15.17,113.37,293.4778,4.00,0.0,0.0,0.0
WF-5-BJ35,496532.95,5405340.22,158.4678,0.300895,green,14.92,113.27,297.5595,4.00,0.0,0.0,0.0
WF-5-BJ36,496558.07,5405340.22,158.9432,0.303164,green,14.67,113.16,301.6412,4.00,0.0,0.0,0.0
WF-5-BJ37,496583.20,5405340.22,159.6104,0.306347,green,14.30,113.39,305.7771,4.00,0.0,0.0,0.0
WF-5-BJ38,496608.33,5405340.22,160.4619,0.310410,green,13.80,113.93,309.9650,4.00,0.0,0.0,0.0
WF-5-BJ39,496633.45,5405340.22,161.3135,0.314473,green,13.31,114.47,314.1529,4.00,0.0,0.0,0.0
WF-5-BJ40,496658.58,5405340.22,162.4209,0.319756,green,12.64,115.50,318.2173,4.00,0.0,0.0,0.0
WF-5-BJ41,496683.70,5405340.22,163.5828,0.325300,green,11.94,116.63,322.2554,4.00,0.0,0.0,0.0
WF-5-BJ42,496708.83,5405340.22,164.7359,0.330802,green,11.24,117.78,326.1603,4.00,0.0,0.0,0.0
WF-5-BJ43,496733.96,5405340.22,165.8338,0.336040,green,10.57,119.02,329.2385,4.00,0.0,0.0,0.0
WF-5-BJ44,496759.08,5405340.22,166.9318,0.341279,green,9.89,120.27,332.3166,4.00,0.0,0.0,0.0
WF-5-BJ45,496784.21,5405340.22,167.7026,0.344956,green,9.42,121.15,334.4495,4.00,0.0,0.0,0.0
WF-5-BJ46,496809.33,5405340.22,168.0783,0.346749,green,9.18,121.59,335.4410,4.00,0.0,0.0,0.0
WF-5-BJ47,496834.46,5405340.22,168.4540,0.348542,green,8.95,122.03,336.4325,4.00,0.0,0.0,0.0
WF-5-BJ48,496859.59,5405340.22,168.0515,0.346621,green,9.18,121.48,335.7853,4.00,0.0,0.0,0.0
WF-5-BJ49,496884.71,5405340.22,167.4131,0.343575,green,9.56,120.62,334.6413,4.00,0.0,0.0,0.0
WF-5-BJ50,496909.84,5405340.22,166.7279,0.340306,green,9.96,119.71,333.4347,4.00,0.0,0.0,0.0
WF-5-BJ51,496934.96,5405340.22,165.5163,0.334525,green,10.66,118.05,331.5242,4.00,0.0,0.0,0.0
WF-5-BJ52,496960.09,5405340.22,164.3048,0.328745,green,11.36,116.39,329.6138,4.00,0.0,0.0,0.0
WF-5-BJ53,496985.22,5405340.22,163.0880,0.322939,green,12.04,114.69,327.8976,4.00,0.0,0.0,0.0
WF-5-BJ54,497010.34,5405340.22,161.8630,0.317095,green,12.70,112.93,326.4778,4.00,0.0,0.0,0.0
WF-5-BJ55,497035.47,5405340.22,160.6381,0.311251,green,13.37,111.17,325.0581,4.00,0.0,0.0,0.0
WF-5-BJ56,497060.60,5405340.22,159.5802,0.306203,green,13.91,109.59,324.2928,4.00,0.0,0.0,0.0
WF-5-BJ57,497085.72,5405340.22,158.5905,0.301481,green,14.39,108.07,323.7946,4.00,0.0,0.0,0.0
WF-5-BJ58,497110.85,5405340.22,157.6071,0.296789,green,14.87,106.55,323.3177,4.00,0.0,0.0,0.0
WF-5-BJ59,497135.97,5405340.22,156.8749,0.293295,green,15.17,105.32,323.6862,4.00,0.0,0.0,0.0
WF-5-BJ60,497161.10,5405340.22,156.1427,0.289802,green,15.46,104.08,324.0547,4.00,0.0,0.0,0.0
WF-5-BJ61,497186.23,5405340.22,155.4791,0.286636,green,15.71,102.92,324.6516,4.00,0.0,0.0,0.0
WF-5-BJ62,497211.35,5405340.22,154.9491,0.284107,green,15.85,101.91,325.6939,4.00,0.0,0.0,0.0
WF-5-BJ63,497236.48,5405340.22,154.4192,0.281579,green,16.00,100.90,326.7362,4.00,0.0,0.0,0.0
WF-5-BJ64,497261.60,5405340.22,153.9778,0.279473,green,16.07,100.00,328.0944,4.00,0.0,0.0,0.0
WF-5-BJ65,497286.73,5405340.22,153.5835,0.277592,green,16.10,99.14,329.6203,4.00,0.0,0.0,0.0
WF-5-BJ66,497311.86,5405340.22,153.1892,0.275710,green,16.13,98.29,331.1462,4.00,0.0,0.0,0.0
WF-5-BJ67,497336.98,5405340.22,152.8696,0.274185,green,16.08,97.53,333.0012,4.00,0.0,0.0,0.0
WF-5-BJ68,497362.11,5405340.22,152.5524,0.272672,green,16.02,96.76,334.8671,4.00,0.0,0.0,0.0
WF-5-BJ69,497387.23,5405340.22,152.2448,0.271204,green,15.95,96.01,336.8031,4.00,0.0,0.0,0.0
WF-5-BJ70,497412.36,5405340.22,151.9612,0.269851,green,15.83,95.29,338.9176,4.00,0.0,0.0,0.0
WF-5-BJ71,497437.49,5405340.22,151.6776,0.268498,green,15.71,94.57,341.0321,4.00,0.0,0.0,0.0
WF-5-BJ72,497462.61,5405340.22,151.4001,0.267174,green,15.57,93.85,343.2539,4.00,0.0,0.0,0.0
WF-5-BJ73,497487.74,5405340.22,151.1266,0.265869,green,15.40,93.14,345.5483,4.00,0.0,0.0,0.0
WF-5-BJ74,497512.86,5405340.22,150.8532,0.264565,green,15.23,92.43,347.8426,4.00,0.0,0.0,0.0
WF-5-BJ75,497537.99,5405340.22,150.5898,0.263308,green,15.04,91.75,350.1976,4.00,0.0,0.0,0.0
WF-5-BJ76,497563.12,5405340.22,150.3274,0.262056,green,14.83,91.07,352.5586,4.00,0.0,0.0,0.0
WF-5-BJ77,497588.24,5405340.22,150.0728,0.260842,green,14.63,90.40,354.8848,4.00,0.0,0.0,0.0
WF-5-BJ78,497613.37,5405340.22,149.8449,0.259754,green,14.42,89.81,357.0914,4.00,0.0,0.0,0.0
WF-5-BJ79,497638.49,5405340.22,149.6170,0.258667,green,14.20,89.21,359.2980,4.00,0.0,0.0,0.0
WF-5-BJ80,497663.62,5405340.22,149.4253,0.257752,green,14.00,88.71,361.2618,4.00,0.0,0.0,0.0
WF-5-BJ81,497688.75,5405340.22,149.2646,0.256985,green,13.81,88.28,363.0181,4.00,0.0,0.0,0.0
WF-5-BJ82,497713.87,5405340.22,149.1039,0.256219,green,13.61,87.85,364.7743,4.00,0.0,0.0,0.0
WF-5-BJ83,497739.00,5405340.22,149.0183,0.255810,green,13.45,87.61,365.9655,4.00,0.0,0.0,0.0
WF-5-BJ84,497764.12,5405340.22,148.9456,0.255464,green,13.30,87.41,367.0597,4.00,0.0,0.0,0.0
WF-5-BJ85,497789.25,5405340.22,148.8869,0.255183,green,13.16,87.23,368.0402,4.00,0.0,0.0,0.0
WF-5-BJ86,497814.38,5405340.22,148.8974,0.255233,green,13.06,87.23,368.4566,4.00,0.0,0.0,0.0
WF-5-BJ87,497839.50,5405340.22,148.9079,0.255284,green,12.97,87.23,368.8730,4.00,0.0,0.0,0.0
